<DATE>    	 <TIME>  	 <OPEN>	 <HIGH>	 <LOW> 	 <CLOSE>	 <TICKVOL>	 <VOL>	 <SPREAD>
2023.03.27	 11:00:00	 1757.4	 1761.1	 1755.7	  1760.1	       799	     0	        6
2023.03.27	 12:00:00	 1760.2	 1766.2	 1759.8	  1764.9	      1497	     0	        6
2023.03.27	 13:00:00	 1764.8	 1772.3	 1764.6	  1768.2	      1797	     0	        6
2023.03.27	 14:00:00	 1768.3	 1770.9	 1766.5	  1768.6	      1769	     0	        6
2023.03.27	 15:00:00	 1768.8	 1770.7	 1755.8	  1762.2	      5607	     0	        6
2023.03.27	 16:00:00	 1762.3	 1767.1	 1755.6	  1755.9	      6587	     0	        6
2023.03.27	 17:00:00	 1756.0	 1760.6	 1753.4	  1757.7	      5443	     0	        6
2023.03.27	 18:00:00	 1757.6	 1764.6	 1755.5	  1764.5	      4808	     0	        6
2023.03.27	 19:00:00	 1764.7	 1773.3	 1763.3	  1768.4	      4025	     0	        6
2023.03.27	 20:00:00	 1768.5	 1775.1	 1766.3	  1774.5	      3475	     0	        6
2023.03.27	 21:00:00	 1774.4	 1777.1	 1765.6	  1767.7	      4446	     0	        6
2023.03.27	 22:00:00	 1768.0	 1772.3	 1767.9	  1772.3	      1019	     0	        6
2023.03.28	 01:00:00	 1771.6	 1772.8	 1771.2	  1772.2	       286	     0	        6
2023.03.28	 02:00:00	 1772.1	 1772.1	 1769.4	  1770.9	       665	     0	        6
2023.03.28	 03:00:00	 1771.0	 1772.5	 1768.9	  1769.6	       947	     0	        6
2023.03.28	 04:00:00	 1769.5	 1772.1	 1768.8	  1771.7	       762	     0	        6
2023.03.28	 05:00:00	 1771.6	 1772.2	 1771.2	  1771.4	       436	     0	        6
2023.03.28	 06:00:00	 1771.6	 1771.9	 1770.9	  1771.6	       353	     0	        6
2023.03.28	 07:00:00	 1771.5	 1772.2	 1770.3	  1771.4	       621	     0	        6
2023.03.28	 08:00:00	 1771.5	 1775.9	 1771.5	  1774.9	       765	     0	        6
2023.03.28	 09:00:00	 1774.8	 1778.7	 1769.8	  1770.6	      1782	     0	        6
2023.03.28	 10:00:00	 1770.2	 1772.6	 1766.9	  1767.8	      1487	     0	        6
2023.03.28	 11:00:00	 1767.4	 1768.6	 1763.9	  1764.2	      1277	     0	        6
2023.03.28	 12:00:00	 1764.0	 1764.8	 1760.6	  1762.4	      1149	     0	        6
2023.03.28	 13:00:00	 1762.5	 1767.3	 1761.8	  1763.4	      1156	     0	        6
2023.03.28	 14:00:00	 1763.3	 1765.4	 1758.6	  1760.8	      1636	     0	        6
2023.03.28	 15:00:00	 1760.6	 1773.0	 1756.2	  1768.4	      4871	     0	        6
2023.03.28	 16:00:00	 1768.5	 1774.4	 1761.7	  1765.8	      5748	     0	        6
2023.03.28	 17:00:00	 1766.0	 1771.8	 1765.2	  1770.4	      4066	     0	        6
2023.03.28	 18:00:00	 1770.7	 1771.0	 1765.5	  1767.0	      3097	     0	        6
2023.03.28	 19:00:00	 1767.3	 1767.4	 1756.6	  1757.4	      3297	     0	        6
2023.03.28	 20:00:00	 1757.2	 1764.1	 1756.8	  1763.4	      3079	     0	        6
2023.03.28	 21:00:00	 1763.3	 1767.4	 1759.5	  1764.7	      3749	     0	        6
2023.03.28	 22:00:00	 1764.6	 1768.4	 1764.4	  1767.3	       894	     0	        6
2023.03.29	 01:00:00	 1768.3	 1770.9	 1768.2	  1770.3	       361	     0	        6
2023.03.29	 02:00:00	 1770.2	 1773.6	 1769.7	  1773.2	       592	     0	        6
2023.03.29	 03:00:00	 1773.4	 1774.7	 1772.6	  1773.4	       498	     0	        6
2023.03.29	 04:00:00	 1773.5	 1775.4	 1773.1	  1774.7	       327	     0	        6
2023.03.29	 05:00:00	 1774.8	 1775.5	 1773.8	  1775.4	       321	     0	        6
2023.03.29	 06:00:00	 1775.5	 1776.8	 1774.9	  1776.4	       364	     0	        6
2023.03.29	 07:00:00	 1776.6	 1780.4	 1775.8	  1780.4	       564	     0	        6
2023.03.29	 08:00:00	 1780.6	 1780.6	 1777.4	  1779.3	       830	     0	        6
2023.03.29	 09:00:00	 1779.2	 1783.4	 1778.8	  1782.1	      1749	     0	        6
2023.03.29	 10:00:00	 1782.4	 1786.8	 1779.9	  1783.9	      1237	     0	        6
2023.03.29	 11:00:00	 1784.1	 1788.2	 1783.9	  1787.4	      1010	     0	        6
2023.03.29	 12:00:00	 1787.3	 1787.5	 1783.5	  1785.2	       801	     0	        6
2023.03.29	 13:00:00	 1785.1	 1785.8	 1781.2	  1781.3	       905	     0	        6
2023.03.29	 14:00:00	 1781.5	 1782.4	 1777.1	  1780.9	      1326	     0	        6
2023.03.29	 15:00:00	 1780.7	 1784.4	 1771.8	  1782.3	      4894	     0	        6
2023.03.29	 16:00:00	 1782.7	 1784.8	 1768.7	  1769.7	      5737	     0	        6
2023.03.29	 17:00:00	 1769.4	 1777.1	 1769.4	  1776.8	      3755	     0	        6
2023.03.29	 18:00:00	 1776.7	 1779.3	 1771.5	  1772.9	      2752	     0	        6
2023.03.29	 19:00:00	 1772.8	 1777.4	 1771.7	  1774.8	      2726	     0	        6
2023.03.29	 20:00:00	 1774.7	 1781.1	 1772.7	  1779.6	      3184	     0	        6
2023.03.29	 21:00:00	 1779.7	 1785.0	 1775.7	  1784.4	      3820	     0	        6
2023.03.29	 22:00:00	 1784.6	 1785.5	 1782.8	  1783.1	       819	     0	        6
2023.03.30	 01:00:00	 1782.6	 1782.8	 1780.5	  1780.7	       339	     0	        6
2023.03.30	 02:00:00	 1780.9	 1782.1	 1780.2	  1781.8	       580	     0	        6
2023.03.30	 03:00:00	 1781.9	 1782.4	 1780.3	  1781.9	       608	     0	        6
2023.03.30	 04:00:00	 1781.8	 1783.7	 1780.8	  1780.9	       557	     0	        6
2023.03.30	 05:00:00	 1781.1	 1781.5	 1780.6	  1781.4	       346	     0	        6
2023.03.30	 06:00:00	 1781.6	 1783.0	 1781.4	  1782.4	       270	     0	        6
2023.03.30	 07:00:00	 1782.5	 1787.8	 1782.3	  1787.8	       799	     0	        6
2023.03.30	 08:00:00	 1787.9	 1788.3	 1785.2	  1786.4	       913	     0	        6
2023.03.30	 09:00:00	 1786.7	 1792.6	 1784.8	  1790.4	      1756	     0	        6
2023.03.30	 10:00:00	 1790.2	 1795.3	 1789.4	  1793.9	      1155	     0	        6
2023.03.30	 11:00:00	 1794.0	 1794.8	 1792.1	  1793.3	       828	     0	        6
2023.03.30	 12:00:00	 1793.4	 1800.3	 1793.2	  1799.9	      1156	     0	        6
2023.03.30	 13:00:00	 1799.6	 1800.6	 1797.3	  1798.6	      1008	     0	        6
2023.03.30	 14:00:00	 1798.5	 1800.3	 1795.3	  1797.9	      1870	     0	        6
2023.03.30	 15:00:00	 1797.8	 1802.1	 1793.2	  1799.9	      4319	     0	        6
2023.03.30	 16:00:00	 1800.0	 1801.1	 1788.0	  1789.9	      4779	     0	        6
2023.03.30	 17:00:00	 1790.1	 1793.1	 1780.6	  1782.9	      3589	     0	        6
2023.03.30	 18:00:00	 1782.8	 1783.3	 1775.6	  1778.3	      3287	     0	        6
2023.03.30	 19:00:00	 1778.4	 1781.3	 1773.4	  1777.4	      3199	     0	        6
2023.03.30	 20:00:00	 1777.5	 1781.6	 1776.6	  1778.6	      2537	     0	        6
2023.03.30	 21:00:00	 1778.5	 1781.7	 1775.7	  1780.4	      2626	     0	        6
2023.03.30	 22:00:00	 1780.2	 1783.1	 1779.7	  1781.4	       749	     0	        6
2023.03.31	 01:00:00	 1780.9	 1783.7	 1780.9	  1783.4	       308	     0	        6
2023.03.31	 02:00:00	 1782.9	 1786.4	 1782.9	  1785.4	       722	     0	        6
2023.03.31	 03:00:00	 1785.3	 1786.4	 1783.9	  1784.3	       611	     0	        6
2023.03.31	 04:00:00	 1784.2	 1785.4	 1783.4	  1783.7	       371	     0	        6
2023.03.31	 05:00:00	 1783.8	 1784.7	 1782.9	  1784.3	       471	     0	        6
2023.03.31	 06:00:00	 1784.2	 1785.4	 1784.1	  1784.7	       361	     0	        6
2023.03.31	 07:00:00	 1784.6	 1784.7	 1781.1	  1781.9	       517	     0	        6
2023.03.31	 08:00:00	 1781.8	 1782.6	 1780.2	  1781.9	       720	     0	        6
2023.03.31	 09:00:00	 1781.8	 1784.9	 1778.1	  1779.4	      1705	     0	        6
2023.03.31	 10:00:00	 1779.5	 1782.9	 1777.7	  1781.2	      1230	     0	        6
2023.03.31	 11:00:00	 1781.4	 1786.2	 1780.3	  1785.7	      1182	     0	        6
2023.03.31	 12:00:00	 1785.6	 1786.7	 1784.3	  1786.2	       807	     0	        6
2023.03.31	 13:00:00	 1786.1	 1787.6	 1785.4	  1786.4	      1095	     0	        6
2023.03.31	 14:00:00	 1786.1	 1792.3	 1784.8	  1786.8	      2166	     0	        6
2023.03.31	 15:00:00	 1786.9	 1804.4	 1786.9	  1796.4	      4722	     0	        6
2023.03.31	 16:00:00	 1796.6	 1808.3	 1796.4	  1808.1	      4752	     0	        6
2023.03.31	 17:00:00	 1808.0	 1816.2	 1807.6	  1811.1	      3450	     0	        6
2023.03.31	 18:00:00	 1811.0	 1814.0	 1806.4	  1809.4	      2611	     0	        6
2023.03.31	 19:00:00	 1809.5	 1809.7	 1803.1	  1805.5	      2361	     0	        6
2023.03.31	 20:00:00	 1805.6	 1809.0	 1802.6	  1803.6	      2548	     0	        6
2023.03.31	 21:00:00	 1803.7	 1814.4	 1803.0	  1811.9	      4092	     0	        6
2023.03.31	 22:00:00	 1812.4	 1816.8	 1812.1	  1815.1	      1118	     0	        6
2023.04.03	 01:00:00	 1813.8	 1815.1	 1811.6	  1812.8	       682	     0	        6
2023.04.03	 02:00:00	 1812.9	 1813.4	 1808.3	  1812.4	      1105	     0	        6
2023.04.03	 03:00:00	 1812.5	 1813.5	 1808.9	  1809.3	      1224	     0	        6
2023.04.03	 04:00:00	 1809.2	 1810.0	 1808.3	  1809.2	       503	     0	        6
2023.04.03	 05:00:00	 1809.1	 1810.4	 1807.9	  1808.3	       504	     0	        6
2023.04.03	 06:00:00	 1808.2	 1809.6	 1808.2	  1809.6	       376	     0	        6
2023.04.03	 07:00:00	 1809.5	 1809.6	 1806.5	  1807.4	       464	     0	        6
2023.04.03	 08:00:00	 1807.2	 1812.4	 1806.4	  1812.4	       723	     0	        6
2023.04.03	 09:00:00	 1812.5	 1812.8	 1807.9	  1811.4	      1711	     0	        6
2023.04.03	 10:00:00	 1811.6	 1812.4	 1806.1	  1808.2	      1204	     0	        6
2023.04.03	 11:00:00	 1808.1	 1811.2	 1808.1	  1809.7	       844	     0	        6
2023.04.03	 12:00:00	 1809.8	 1811.8	 1809.6	  1811.3	       914	     0	        6
2023.04.03	 13:00:00	 1811.2	 1812.6	 1809.8	  1812.6	      1096	     0	        6
2023.04.03	 14:00:00	 1812.5	 1817.9	 1809.2	  1817.9	      1376	     0	        6
2023.04.03	 15:00:00	 1817.8	 1824.6	 1817.4	  1820.2	      3716	     0	        6
2023.04.03	 16:00:00	 1822.3	 1827.1	 1799.9	  1800.4	      5782	     0	        6
2023.04.03	 17:00:00	 1800.5	 1806.1	 1793.0	  1805.9	      4717	     0	        6
2023.04.03	 18:00:00	 1806.0	 1807.3	 1802.1	  1804.4	      2987	     0	        6
2023.04.03	 19:00:00	 1804.3	 1807.8	 1800.8	  1803.3	      2537	     0	        6
2023.04.03	 20:00:00	 1803.1	 1807.8	 1800.8	  1806.5	      2278	     0	        6
2023.04.03	 21:00:00	 1806.7	 1815.5	 1806.4	  1813.8	      2900	     0	        6
2023.04.03	 22:00:00	 1813.6	 1815.1	 1812.6	  1813.5	       920	     0	        6
2023.04.04	 01:00:00	 1811.5	 1812.7	 1811.4	  1811.7	       222	     0	        6
2023.04.04	 02:00:00	 1811.8	 1813.7	 1811.1	  1813.3	       584	     0	        6
2023.04.04	 03:00:00	 1813.4	 1814.2	 1812.2	  1812.9	       682	     0	        6
2023.04.04	 04:00:00	 1812.8	 1813.2	 1811.5	  1812.1	       474	     0	        6
2023.04.04	 05:00:00	 1812.0	 1813.5	 1811.8	  1813.1	       393	     0	        6
2023.04.04	 06:00:00	 1813.0	 1813.7	 1811.9	  1812.4	       336	     0	        6
2023.04.04	 07:00:00	 1812.3	 1812.7	 1811.0	  1811.4	       342	     0	        6
2023.04.04	 08:00:00	 1811.5	 1813.8	 1809.7	  1813.3	       626	     0	        6
2023.04.04	 09:00:00	 1813.4	 1814.9	 1810.4	  1811.3	      1445	     0	        6
2023.04.04	 10:00:00	 1811.2	 1816.8	 1811.2	  1812.9	      1017	     0	        6
2023.04.04	 11:00:00	 1812.8	 1820.1	 1812.8	  1818.9	      1247	     0	        6
2023.04.04	 12:00:00	 1819.0	 1822.8	 1817.7	  1821.1	      1040	     0	        6
2023.04.04	 13:00:00	 1821.2	 1821.8	 1818.9	  1819.8	       945	     0	        6
2023.04.04	 14:00:00	 1819.7	 1821.4	 1818.9	  1819.8	      1065	     0	        6
2023.04.04	 15:00:00	 1819.7	 1820.2	 1798.7	  1801.6	      4666	     0	        6
2023.04.04	 16:00:00	 1801.9	 1806.4	 1780.9	  1781.9	      6967	     0	        6
2023.04.04	 17:00:00	 1781.8	 1782.3	 1773.1	  1775.1	      5090	     0	        6
2023.04.04	 18:00:00	 1775.2	 1779.9	 1771.2	  1778.1	      4386	     0	        6
2023.04.04	 19:00:00	 1778.2	 1783.5	 1777.0	  1778.1	      3286	     0	        6
2023.04.04	 20:00:00	 1777.9	 1780.4	 1772.8	  1773.6	      3166	     0	        6
2023.04.04	 21:00:00	 1773.5	 1781.1	 1772.0	  1780.7	      3922	     0	        6
2023.04.04	 22:00:00	 1780.8	 1784.2	 1780.3	  1783.8	       687	     0	        6
2023.04.05	 01:00:00	 1784.1	 1784.3	 1782.8	  1783.1	       233	     0	        6
2023.04.05	 02:00:00	 1782.9	 1784.5	 1782.7	  1782.9	       757	     0	        6
2023.04.05	 03:00:00	 1782.8	 1783.4	 1780.4	  1780.4	       630	     0	        6
2023.04.05	 04:00:00	 1780.5	 1782.9	 1780.4	  1782.4	       440	     0	        6
2023.04.05	 05:00:00	 1782.5	 1782.7	 1780.9	  1780.9	       293	     0	        6
2023.04.05	 06:00:00	 1780.8	 1780.9	 1779.6	  1780.1	       259	     0	        6
2023.04.05	 07:00:00	 1780.2	 1780.3	 1778.3	  1778.8	       324	     0	        6
2023.04.05	 08:00:00	 1778.9	 1781.6	 1777.3	  1781.2	       584	     0	        6
2023.04.05	 09:00:00	 1780.9	 1782.8	 1774.9	  1778.8	      1747	     0	        6
2023.04.05	 10:00:00	 1778.5	 1778.5	 1773.1	  1774.1	      1695	     0	        6
2023.04.05	 11:00:00	 1774.0	 1776.7	 1772.0	  1773.7	      1178	     0	        6
2023.04.05	 12:00:00	 1773.6	 1778.4	 1773.1	  1778.3	      1097	     0	        6
2023.04.05	 13:00:00	 1778.2	 1781.0	 1774.4	  1775.6	      1204	     0	        6
2023.04.05	 14:00:00	 1775.5	 1778.1	 1770.1	  1771.7	      2444	     0	        6
2023.04.05	 15:00:00	 1771.8	 1775.8	 1764.0	  1771.8	      4843	     0	        6
2023.04.05	 16:00:00	 1773.5	 1773.5	 1753.4	  1754.8	      6566	     0	        6
2023.04.05	 17:00:00	 1754.9	 1760.9	 1752.5	  1759.1	      4276	     0	        6
2023.04.05	 18:00:00	 1759.2	 1759.8	 1753.2	  1755.9	      2833	     0	        6
2023.04.05	 19:00:00	 1756.0	 1762.8	 1754.7	  1757.7	      2750	     0	        6
2023.04.05	 20:00:00	 1757.6	 1762.4	 1757.4	  1759.0	      2568	     0	        6
2023.04.05	 21:00:00	 1759.1	 1764.9	 1755.6	  1763.1	      3052	     0	        6
2023.04.05	 22:00:00	 1763.2	 1764.7	 1760.6	  1760.9	       701	     0	        6
2023.04.06	 01:00:00	 1761.3	 1761.6	 1759.9	  1760.2	       320	     0	        6
2023.04.06	 02:00:00	 1760.3	 1760.8	 1758.6	  1759.8	       827	     0	        6
2023.04.06	 03:00:00	 1759.7	 1759.8	 1757.9	  1758.8	       951	     0	        6
2023.04.06	 04:00:00	 1758.7	 1759.8	 1757.9	  1758.2	       562	     0	        6
2023.04.06	 05:00:00	 1758.1	 1758.5	 1756.4	  1756.9	       479	     0	        6
2023.04.06	 06:00:00	 1756.8	 1757.4	 1756.4	  1756.6	       412	     0	        6
2023.04.06	 07:00:00	 1756.5	 1757.3	 1755.7	  1757.3	       435	     0	        6
2023.04.06	 08:00:00	 1757.2	 1760.9	 1756.8	  1760.0	       610	     0	        6
2023.04.06	 09:00:00	 1760.1	 1764.2	 1759.3	  1763.1	      1366	     0	        6
2023.04.06	 10:00:00	 1763.2	 1766.4	 1762.9	  1766.4	      1038	     0	        6
2023.04.06	 11:00:00	 1766.3	 1767.9	 1763.4	  1765.8	      1132	     0	        6
2023.04.06	 12:00:00	 1765.9	 1768.3	 1763.3	  1767.9	      1133	     0	        6
2023.04.06	 13:00:00	 1767.8	 1771.4	 1767.3	  1771.4	      1018	     0	        6
2023.04.06	 14:00:00	 1771.3	 1771.9	 1764.2	  1764.9	      1882	     0	        6
2023.04.06	 15:00:00	 1764.8	 1767.2	 1755.2	  1759.2	      4937	     0	        6
2023.04.06	 16:00:00	 1759.3	 1767.8	 1753.5	  1757.4	      5893	     0	        6
2023.04.06	 17:00:00	 1757.6	 1764.7	 1756.5	  1764.4	      3912	     0	        6
2023.04.06	 18:00:00	 1764.5	 1771.7	 1764.4	  1766.9	      3221	     0	        6
2023.04.06	 19:00:00	 1767.1	 1770.6	 1765.6	  1765.9	      2738	     0	        6
2023.04.06	 20:00:00	 1766.0	 1769.9	 1765.4	  1766.2	      2272	     0	        6
2023.04.06	 21:00:00	 1766.4	 1767.8	 1762.6	  1766.8	      2850	     0	        6
2023.04.06	 22:00:00	 1766.9	 1766.9	 1764.0	  1764.4	       686	     0	        6
2023.04.07	 01:00:00	 1764.0	 1764.2	 1762.6	  1763.3	       200	     0	        6
2023.04.07	 02:00:00	 1763.1	 1763.8	 1762.2	  1762.7	       368	     0	        6
2023.04.07	 03:00:00	 1762.6	 1763.3	 1762.2	  1762.4	       227	     0	        6
2023.04.07	 04:00:00	 1762.3	 1763.2	 1762.3	  1763.1	       146	     0	        6
2023.04.07	 05:00:00	 1763.2	 1763.6	 1762.9	  1763.3	       186	     0	        6
2023.04.07	 06:00:00	 1763.4	 1763.5	 1763.1	  1763.4	       102	     0	        6
2023.04.07	 07:00:00	 1763.3	 1763.4	 1762.7	  1763.3	       155	     0	        6
2023.04.07	 08:00:00	 1763.4	 1763.4	 1761.9	  1762.1	       124	     0	        6
2023.04.07	 09:00:00	 1762.0	 1762.1	 1760.2	  1760.6	       304	     0	        6
2023.04.07	 10:00:00	 1760.7	 1761.3	 1760.1	  1761.2	       234	     0	        6
2023.04.07	 11:00:00	 1761.1	 1762.3	 1760.9	  1762.1	       239	     0	        6
2023.04.07	 12:00:00	 1762.2	 1762.8	 1761.9	  1762.8	       178	     0	        6
2023.04.07	 13:00:00	 1762.9	 1763.9	 1761.4	  1761.5	       285	     0	        6
2023.04.07	 14:00:00	 1761.4	 1782.8	 1759.2	  1779.9	      1971	     0	        6
2023.04.07	 15:00:00	 1780.0	 1785.0	 1780.0	  1784.4	       299	     0	        6
2023.04.10	 01:00:00	 1780.0	 1780.0	 1774.3	  1774.7	       579	     0	        6
2023.04.10	 02:00:00	 1774.8	 1776.6	 1772.2	  1772.9	       595	     0	        6
2023.04.10	 03:00:00	 1773.0	 1774.5	 1772.4	  1774.4	       331	     0	        6
2023.04.10	 04:00:00	 1774.3	 1774.6	 1771.9	  1772.3	       329	     0	        6
2023.04.10	 05:00:00	 1772.2	 1772.7	 1771.4	  1772.4	       318	     0	        6
2023.04.10	 06:00:00	 1772.3	 1773.2	 1771.8	  1772.1	       247	     0	        6
2023.04.10	 07:00:00	 1772.0	 1772.2	 1770.9	  1771.4	       360	     0	        6
2023.04.10	 08:00:00	 1771.3	 1772.4	 1770.4	  1771.6	       453	     0	        6
2023.04.10	 09:00:00	 1771.4	 1772.9	 1769.4	  1772.9	       531	     0	        6
2023.04.10	 10:00:00	 1772.6	 1773.9	 1770.8	  1772.6	       391	     0	        6
2023.04.10	 11:00:00	 1772.5	 1774.2	 1771.8	  1772.9	       390	     0	        6
2023.04.10	 12:00:00	 1772.8	 1774.4	 1772.4	  1773.1	       401	     0	        6
2023.04.10	 13:00:00	 1772.9	 1773.6	 1765.4	  1765.7	       845	     0	        6
2023.04.10	 14:00:00	 1765.9	 1766.0	 1755.9	  1757.8	      1455	     0	        6
2023.04.10	 15:00:00	 1757.6	 1775.9	 1754.3	  1771.4	      4489	     0	        6
2023.04.10	 16:00:00	 1771.1	 1783.1	 1770.4	  1775.0	      4311	     0	        6
2023.04.10	 17:00:00	 1775.1	 1778.2	 1768.2	  1769.4	      2680	     0	        6
2023.04.10	 18:00:00	 1769.3	 1775.9	 1766.5	  1775.3	      3349	     0	        6
2023.04.10	 19:00:00	 1775.4	 1782.2	 1775.0	  1778.6	      3082	     0	        6
2023.04.10	 20:00:00	 1778.7	 1783.8	 1777.3	  1783.4	      2639	     0	        6
2023.04.10	 21:00:00	 1783.5	 1786.3	 1782.2	  1785.9	      3392	     0	        6
2023.04.10	 22:00:00	 1785.8	 1788.8	 1785.4	  1787.8	       893	     0	        6
2023.04.11	 01:00:00	 1789.5	 1790.2	 1789.0	  1790.2	       298	     0	        6
2023.04.11	 02:00:00	 1790.1	 1790.9	 1788.1	  1789.3	       711	     0	        6
2023.04.11	 03:00:00	 1789.2	 1790.3	 1788.6	  1789.9	       838	     0	        6
2023.04.11	 04:00:00	 1789.8	 1791.7	 1789.8	  1790.4	       613	     0	        6
2023.04.11	 05:00:00	 1790.5	 1791.5	 1789.4	  1789.8	       498	     0	        6
2023.04.11	 06:00:00	 1789.9	 1790.6	 1788.2	  1788.3	       358	     0	        6
2023.04.11	 07:00:00	 1788.2	 1789.9	 1788.1	  1789.3	       537	     0	        6
2023.04.11	 08:00:00	 1789.4	 1790.7	 1788.6	  1788.7	       663	     0	        6
2023.04.11	 09:00:00	 1788.4	 1789.3	 1786.2	  1787.3	      1655	     0	        6
2023.04.11	 10:00:00	 1787.2	 1788.1	 1785.0	  1787.7	      1077	     0	        6
2023.04.11	 11:00:00	 1787.6	 1791.4	 1787.4	  1790.3	       924	     0	        6
2023.04.11	 12:00:00	 1790.4	 1792.3	 1788.9	  1790.9	       848	     0	        6
2023.04.11	 13:00:00	 1791.0	 1791.7	 1785.8	  1787.1	      1155	     0	        6
2023.04.11	 14:00:00	 1787.0	 1792.8	 1786.4	  1789.5	      1102	     0	        6
2023.04.11	 15:00:00	 1789.4	 1800.6	 1788.4	  1796.0	      4041	     0	        6
2023.04.11	 16:00:00	 1796.3	 1800.9	 1787.9	  1793.4	      4290	     0	        6
2023.04.11	 17:00:00	 1793.7	 1798.6	 1791.9	  1797.9	      2764	     0	        6
2023.04.11	 18:00:00	 1798.0	 1803.4	 1797.4	  1801.9	      2249	     0	        6
2023.04.11	 19:00:00	 1801.8	 1804.3	 1798.5	  1803.6	      2176	     0	        6
2023.04.11	 20:00:00	 1803.7	 1807.0	 1802.6	  1805.3	      1942	     0	        6
2023.04.11	 21:00:00	 1805.4	 1806.3	 1796.4	  1798.3	      2789	     0	        6
2023.04.11	 22:00:00	 1798.2	 1799.9	 1797.9	  1798.7	       644	     0	        6
2023.04.12	 01:00:00	 1799.2	 1799.9	 1798.7	  1799.4	       241	     0	        6
2023.04.12	 02:00:00	 1799.3	 1799.9	 1797.9	  1798.9	       629	     0	        6
2023.04.12	 03:00:00	 1799.0	 1799.7	 1797.4	  1798.6	       646	     0	        6
2023.04.12	 04:00:00	 1798.5	 1799.2	 1798.3	  1799.0	       405	     0	        6
2023.04.12	 05:00:00	 1799.1	 1799.1	 1797.9	  1797.9	       299	     0	        6
2023.04.12	 06:00:00	 1797.8	 1798.6	 1797.6	  1797.9	       289	     0	        6
2023.04.12	 07:00:00	 1797.8	 1798.9	 1797.7	  1798.9	       359	     0	        6
2023.04.12	 08:00:00	 1799.0	 1799.0	 1796.8	  1797.2	       521	     0	        6
2023.04.12	 09:00:00	 1797.1	 1800.4	 1796.9	  1799.3	      1412	     0	        6
2023.04.12	 10:00:00	 1799.4	 1803.2	 1799.1	  1800.3	      1079	     0	        6
2023.04.12	 11:00:00	 1800.4	 1802.2	 1799.2	  1801.8	       857	     0	        6
2023.04.12	 12:00:00	 1801.9	 1804.4	 1801.8	  1802.8	       864	     0	        6
2023.04.12	 13:00:00	 1802.9	 1804.4	 1801.5	  1803.9	      1073	     0	        6
2023.04.12	 14:00:00	 1803.8	 1821.8	 1798.3	  1817.4	      3684	     0	        6
2023.04.12	 15:00:00	 1817.7	 1819.6	 1802.0	  1802.4	      5928	     0	        6
2023.04.12	 16:00:00	 1802.3	 1808.4	 1793.1	  1793.9	      5845	     0	        6
2023.04.12	 17:00:00	 1794.2	 1799.5	 1787.9	  1799.2	      4577	     0	        6
2023.04.12	 18:00:00	 1799.3	 1801.7	 1796.5	  1798.6	      3256	     0	        6
2023.04.12	 19:00:00	 1798.5	 1804.4	 1796.9	  1799.3	      3008	     0	        6
2023.04.12	 20:00:00	 1799.2	 1803.0	 1788.4	  1791.1	      4630	     0	        6
2023.04.12	 21:00:00	 1791.0	 1792.8	 1782.5	  1785.0	      4896	     0	        6
2023.04.12	 22:00:00	 1785.2	 1785.9	 1782.9	  1783.3	       918	     0	        6
2023.04.13	 01:00:00	 1781.3	 1782.4	 1780.3	  1780.6	       389	     0	        6
2023.04.13	 02:00:00	 1780.7	 1783.4	 1780.4	  1783.1	       670	     0	        6
2023.04.13	 03:00:00	 1783.0	 1784.8	 1782.2	  1784.8	       846	     0	        6
2023.04.13	 04:00:00	 1784.7	 1786.7	 1784.4	  1786.1	       534	     0	        6
2023.04.13	 05:00:00	 1786.0	 1787.4	 1786.0	  1786.9	       519	     0	        6
2023.04.13	 06:00:00	 1787.0	 1788.2	 1786.6	  1787.9	       239	     0	        6
2023.04.13	 07:00:00	 1788.0	 1788.6	 1786.4	  1786.9	       522	     0	        6
2023.04.13	 08:00:00	 1787.0	 1791.3	 1786.4	  1790.9	       643	     0	        6
2023.04.13	 09:00:00	 1791.1	 1794.1	 1789.7	  1791.2	      1454	     0	        6
2023.04.13	 10:00:00	 1791.1	 1793.9	 1788.7	  1789.4	      1311	     0	        6
2023.04.13	 11:00:00	 1789.3	 1793.7	 1788.4	  1791.4	      1021	     0	        6
2023.04.13	 12:00:00	 1791.5	 1791.5	 1785.9	  1788.8	       887	     0	        6
2023.04.13	 13:00:00	 1788.5	 1790.4	 1786.8	  1787.4	       999	     0	        6
2023.04.13	 14:00:00	 1787.6	 1796.4	 1786.8	  1793.6	      2342	     0	        6
2023.04.13	 15:00:00	 1793.8	 1796.4	 1785.6	  1791.8	      4951	     0	        6
2023.04.13	 16:00:00	 1792.2	 1801.3	 1789.4	  1795.6	      4586	     0	        6
2023.04.13	 17:00:00	 1795.8	 1801.2	 1795.8	  1800.9	      3099	     0	        6
2023.04.13	 18:00:00	 1801.1	 1807.3	 1801.1	  1806.6	      2346	     0	        6
2023.04.13	 19:00:00	 1806.7	 1811.8	 1804.5	  1810.7	      2121	     0	        6
2023.04.13	 20:00:00	 1810.8	 1813.8	 1809.4	  1811.0	      2106	     0	        6
2023.04.13	 21:00:00	 1811.1	 1812.1	 1806.7	  1808.8	      2567	     0	        6
2023.04.13	 22:00:00	 1808.7	 1808.7	 1805.4	  1806.3	       815	     0	        6
2023.04.14	 01:00:00	 1807.2	 1807.9	 1805.9	  1806.8	       265	     0	        6
2023.04.14	 02:00:00	 1807.1	 1809.6	 1806.1	  1808.8	       651	     0	        6
