timestamp          , open  , high  , low   , close , volume, body , upper_wick, lower_wick, body_ratio , body_vs_wicks        , pattern
2023.03.27T11:00:00, 1757.4, 1761.1, 1755.7, 1760.1,    799,   2.7,        1  ,        1.7, 0.5        ,           1          , Mild Bullish
2023.03.27T12:00:00, 1760.2, 1766.2, 1759.8, 1764.9,   1497,   4.7,        1.3,        0.4, 0.734375   ,           2.764705881, Bullish Long Body
2023.03.27T13:00:00, 1764.8, 1772.3, 1764.6, 1768.2,   1797,   3.4,        4.1,        0.2, 0.441558442,           0.790697674, Mild Bullish
2023.03.27T14:00:00, 1768.3, 1770.9, 1766.5, 1768.6,   1769,   0.3,        2.3,        1.8, 0.068181818,           0.073170732, Doji/SpinningTop
2023.03.27T15:00:00, 1768.8, 1770.7, 1755.8, 1762.2,   5607,   6.6,        1.9,        6.4, 0.44295302 ,           0.795180723, Mild Bearish
2023.03.27T16:00:00, 1762.3, 1767.1, 1755.6, 1755.9,   6587,   6.4,        4.8,        0.3, 0.556521739,           1.254901961, Mild Bearish
2023.03.27T17:00:00, 1756  , 1760.6, 1753.4, 1757.7,   5443,   1.7,        2.9,        2.6, 0.236111111,           0.309090909, Long Both Wicks / SpinningTop
2023.03.27T18:00:00, 1757.6, 1764.6, 1755.5, 1764.5,   4808,   6.9,        0.1,        2.1, 0.758241758,           3.136363635, Bullish Long Body
2023.03.27T19:00:00, 1764.7, 1773.3, 1763.3, 1768.4,   4025,   3.7,        4.9,        1.4, 0.37       ,           0.587301587, Mild Bullish
2023.03.27T20:00:00, 1768.5, 1775.1, 1766.3, 1774.5,   3475,   6  ,        0.6,        2.2, 0.681818182,           2.142857142, Bullish Long Body
2023.03.27T21:00:00, 1774.4, 1777.1, 1765.6, 1767.7,   4446,   6.7,        2.7,        2.1, 0.582608696,           1.395833333, Mild Bearish
2023.03.27T22:00:00, 1768  , 1772.3, 1767.9, 1772.3,   1019,   4.3,        0  ,        0.1, 0.977272727,          42.99999957 , Bullish Long Body
2023.03.28T01:00:00, 1771.6, 1772.8, 1771.2, 1772.2,    286,   0.6,        0.6,        0.4, 0.375      ,           0.599999999, Mild Bullish
2023.03.28T02:00:00, 1772.1, 1772.1, 1769.4, 1770.9,    665,   1.2,        0  ,        1.5, 0.444444444,           0.799999999, Mild Bearish
2023.03.28T03:00:00, 1771  , 1772.5, 1768.9, 1769.6,    947,   1.4,        1.5,        0.7, 0.388888889,           0.636363636, Mild Bearish
2023.03.28T04:00:00, 1769.5, 1772.1, 1768.8, 1771.7,    762,   2.2,        0.4,        0.7, 0.666666666,           1.999999998, Bullish Long Body
2023.03.28T05:00:00, 1771.6, 1772.2, 1771.2, 1771.4,    436,   0.2,        0.6,        0.2, 0.2        ,           0.25       , Long Upper Wick
2023.03.28T06:00:00, 1771.6, 1771.9, 1770.9, 1771.6,    353,   0  ,        0.3,        0.7, 0          ,           0          , Doji/SpinningTop
2023.03.28T07:00:00, 1771.5, 1772.2, 1770.3, 1771.4,    621,   0.1,        0.7,        1.1, 0.052631579,           0.055555556, Doji/SpinningTop
2023.03.28T08:00:00, 1771.5, 1775.9, 1771.5, 1774.9,    765,   3.4,        1  ,        0  , 0.772727273,           3.399999997, Bullish Long Body
2023.03.28T09:00:00, 1774.8, 1778.7, 1769.8, 1770.6,   1782,   4.2,        3.9,        0.8, 0.471910112,           0.893617021, Mild Bearish
2023.03.28T10:00:00, 1770.2, 1772.6, 1766.9, 1767.8,   1487,   2.4,        2.4,        0.9, 0.421052632,           0.727272727, Mild Bearish
2023.03.28T11:00:00, 1767.4, 1768.6, 1763.9, 1764.2,   1277,   3.2,        1.2,        0.3, 0.680851064,           2.133333332, Bearish Long Body
2023.03.28T12:00:00, 1764  , 1764.8, 1760.6, 1762.4,   1149,   1.6,        0.8,        1.8, 0.380952381,           0.615384615, Mild Bearish
2023.03.28T13:00:00, 1762.5, 1767.3, 1761.8, 1763.4,   1156,   0.9,        3.9,        0.7, 0.163636364,           0.195652174, Long Upper Wick
2023.03.28T14:00:00, 1763.3, 1765.4, 1758.6, 1760.8,   1636,   2.5,        2.1,        2.2, 0.367647059,           0.581395349, Mild Bearish
2023.03.28T15:00:00, 1760.6, 1773  , 1756.2, 1768.4,   4871,   7.8,        4.6,        4.4, 0.464285714,           0.866666667, Mild Bullish
2023.03.28T16:00:00, 1768.5, 1774.4, 1761.7, 1765.8,   5748,   2.7,        5.9,        4.1, 0.212598425,           0.27       , Long Both Wicks / SpinningTop
2023.03.28T17:00:00, 1766  , 1771.8, 1765.2, 1770.4,   4066,   4.4,        1.4,        0.8, 0.666666667,           1.999999999, Bullish Long Body
2023.03.28T18:00:00, 1770.7, 1771  , 1765.5, 1767  ,   3097,   3.7,        0.3,        1.5, 0.672727273,           2.055555554, Bearish Long Body
2023.03.28T19:00:00, 1767.3, 1767.4, 1756.6, 1757.4,   3297,   9.9,        0.1,        0.8, 0.916666667,          10.999999988, Bearish Long Body
2023.03.28T20:00:00, 1757.2, 1764.1, 1756.8, 1763.4,   3079,   6.2,        0.7,        0.4, 0.849315068,           5.636363631, Bullish Long Body
2023.03.28T21:00:00, 1763.3, 1767.4, 1759.5, 1764.7,   3749,   1.4,        2.7,        3.8, 0.17721519 ,           0.215384615, Long Both Wicks / SpinningTop
2023.03.28T22:00:00, 1764.6, 1768.4, 1764.4, 1767.3,    894,   2.7,        1.1,        0.2, 0.675      ,           2.076923075, Bullish Long Body
2023.03.29T01:00:00, 1768.3, 1770.9, 1768.2, 1770.3,    361,   2  ,        0.6,        0.1, 0.74074074 ,           2.857142853, Bullish Long Body
2023.03.29T02:00:00, 1770.2, 1773.6, 1769.7, 1773.2,    592,   3  ,        0.4,        0.5, 0.769230769,           3.33333333 , Bullish Long Body
2023.03.29T03:00:00, 1773.4, 1774.7, 1772.6, 1773.4,    498,   0  ,        1.3,        0.8, 0          ,           0          , Doji/SpinningTop
2023.03.29T04:00:00, 1773.5, 1775.4, 1773.1, 1774.7,    327,   1.2,        0.7,        0.4, 0.52173913 ,           1.09090909 , Mild Bullish
2023.03.29T05:00:00, 1774.8, 1775.5, 1773.8, 1775.4,    321,   0.6,        0.1,        1  , 0.352941176,           0.545454545, Mild Bullish
2023.03.29T06:00:00, 1775.5, 1776.8, 1774.9, 1776.4,    364,   0.9,        0.4,        0.6, 0.47368421 ,           0.899999999, Mild Bullish
2023.03.29T07:00:00, 1776.6, 1780.4, 1775.8, 1780.4,    564,   3.8,        0  ,        0.8, 0.826086956,           4.749999994, Bullish Long Body
2023.03.29T08:00:00, 1780.6, 1780.6, 1777.4, 1779.3,    830,   1.3,        0  ,        1.9, 0.40625    ,           0.684210526, Mild Bearish
2023.03.29T09:00:00, 1779.2, 1783.4, 1778.8, 1782.1,   1749,   2.9,        1.3,        0.4, 0.630434782,           1.705882352, Bullish Long Body
2023.03.29T10:00:00, 1782.4, 1786.8, 1779.9, 1783.9,   1237,   1.5,        2.9,        2.5, 0.217391304,           0.277777778, Long Both Wicks / SpinningTop
2023.03.29T11:00:00, 1784.1, 1788.2, 1783.9, 1787.4,   1010,   3.3,        0.8,        0.2, 0.76744186 ,           3.299999997, Bullish Long Body
2023.03.29T12:00:00, 1787.3, 1787.5, 1783.5, 1785.2,    801,   2.1,        0.2,        1.7, 0.525      ,           1.105263157, Mild Bearish
2023.03.29T13:00:00, 1785.1, 1785.8, 1781.2, 1781.3,    905,   3.8,        0.7,        0.1, 0.826086956,           4.749999994, Bearish Long Body
2023.03.29T14:00:00, 1781.5, 1782.4, 1777.1, 1780.9,   1326,   0.6,        0.9,        3.8, 0.113207547,           0.127659574, Long Lower Wick
2023.03.29T15:00:00, 1780.7, 1784.4, 1771.8, 1782.3,   4894,   1.6,        2.1,        8.9, 0.126984127,           0.145454545, Long Lower Wick
2023.03.29T16:00:00, 1782.7, 1784.8, 1768.7, 1769.7,   5737,  13  ,        2.1,        1  , 0.807453416,           4.193548386, Bearish Long Body
2023.03.29T17:00:00, 1769.4, 1777.1, 1769.4, 1776.8,   3755,   7.4,        0.3,        0  , 0.961038961,          24.666666584, Bullish Long Body
2023.03.29T18:00:00, 1776.7, 1779.3, 1771.5, 1772.9,   2752,   3.8,        2.6,        1.4, 0.487179487,           0.95       , Mild Bearish
2023.03.29T19:00:00, 1772.8, 1777.4, 1771.7, 1774.8,   2726,   2  ,        2.6,        1.1, 0.350877193,           0.54054054 , Mild Bullish
2023.03.29T20:00:00, 1774.7, 1781.1, 1772.7, 1779.6,   3184,   4.9,        1.5,        2  , 0.583333333,           1.4        , Mild Bullish
2023.03.29T21:00:00, 1779.7, 1785  , 1775.7, 1784.4,   3820,   4.7,        0.6,        4  , 0.505376344,           1.02173913 , Mild Bullish
2023.03.29T22:00:00, 1784.6, 1785.5, 1782.8, 1783.1,    819,   1.5,        0.9,        0.3, 0.555555555,           1.249999999, Mild Bearish
2023.03.30T01:00:00, 1782.6, 1782.8, 1780.5, 1780.7,    339,   1.9,        0.2,        0.2, 0.826086956,           4.749999988, Bearish Long Body
2023.03.30T02:00:00, 1780.9, 1782.1, 1780.2, 1781.8,    580,   0.9,        0.3,        0.7, 0.47368421 ,           0.899999999, Mild Bullish
2023.03.30T03:00:00, 1781.9, 1782.4, 1780.3, 1781.9,    608,   0  ,        0.5,        1.6, 0          ,           0          , Doji/SpinningTop
2023.03.30T04:00:00, 1781.8, 1783.7, 1780.8, 1780.9,    557,   0.9,        1.9,        0.1, 0.310344827,           0.45       , Long Upper Wick
2023.03.30T05:00:00, 1781.1, 1781.5, 1780.6, 1781.4,    346,   0.3,        0.1,        0.5, 0.333333333,           0.499999999, Long Lower Wick
2023.03.30T06:00:00, 1781.6, 1783  , 1781.4, 1782.4,    270,   0.8,        0.6,        0.2, 0.5        ,           0.999999999, Mild Bullish
2023.03.30T07:00:00, 1782.5, 1787.8, 1782.3, 1787.8,    799,   5.3,        0  ,        0.2, 0.963636363,          26.499999867, Bullish Long Body
2023.03.30T08:00:00, 1787.9, 1788.3, 1785.2, 1786.4,    913,   1.5,        0.4,        1.2, 0.483870968,           0.937499999, Mild Bearish
2023.03.30T09:00:00, 1786.7, 1792.6, 1784.8, 1790.4,   1756,   3.7,        2.2,        1.9, 0.474358974,           0.902439024, Mild Bullish
2023.03.30T10:00:00, 1790.2, 1795.3, 1789.4, 1793.9,   1155,   3.7,        1.4,        0.8, 0.627118644,           1.681818181, Bullish Long Body
2023.03.30T11:00:00, 1794  , 1794.8, 1792.1, 1793.3,    828,   0.7,        0.8,        1.2, 0.259259259,           0.35       , Long Both Wicks / SpinningTop
2023.03.30T12:00:00, 1793.4, 1800.3, 1793.2, 1799.9,   1156,   6.5,        0.4,        0.2, 0.915492958,          10.833333315, Bullish Long Body
2023.03.30T13:00:00, 1799.6, 1800.6, 1797.3, 1798.6,   1008,   1  ,        1  ,        1.3, 0.303030303,           0.434782609, Long Both Wicks / SpinningTop
2023.03.30T14:00:00, 1798.5, 1800.3, 1795.3, 1797.9,   1870,   0.6,        1.8,        2.6, 0.12       ,           0.136363636, Long Both Wicks / SpinningTop
2023.03.30T15:00:00, 1797.8, 1802.1, 1793.2, 1799.9,   4319,   2.1,        2.2,        4.6, 0.235955056,           0.308823529, Long Lower Wick
2023.03.30T16:00:00, 1800  , 1801.1, 1788  , 1789.9,   4779,  10.1,        1.1,        1.9, 0.770992366,           3.366666666, Bearish Long Body
2023.03.30T17:00:00, 1790.1, 1793.1, 1780.6, 1782.9,   3589,   7.2,        3  ,        2.3, 0.576      ,           1.358490566, Mild Bearish
2023.03.30T18:00:00, 1782.8, 1783.3, 1775.6, 1778.3,   3287,   4.5,        0.5,        2.7, 0.584415584,           1.40625    , Mild Bearish
2023.03.30T19:00:00, 1778.4, 1781.3, 1773.4, 1777.4,   3199,   1  ,        2.9,        4  , 0.126582278,           0.144927536, Long Both Wicks / SpinningTop
2023.03.30T20:00:00, 1777.5, 1781.6, 1776.6, 1778.6,   2537,   1.1,        3  ,        0.9, 0.22       ,           0.282051282, Long Upper Wick
2023.03.30T21:00:00, 1778.5, 1781.7, 1775.7, 1780.4,   2626,   1.9,        1.3,        2.8, 0.316666667,           0.463414634, Long Lower Wick
2023.03.30T22:00:00, 1780.2, 1783.1, 1779.7, 1781.4,    749,   1.2,        1.7,        0.5, 0.352941176,           0.545454545, Mild Bullish
2023.03.31T01:00:00, 1780.9, 1783.7, 1780.9, 1783.4,    308,   2.5,        0.3,        0  , 0.892857143,           8.333333306, Bullish Long Body
2023.03.31T02:00:00, 1782.9, 1786.4, 1782.9, 1785.4,    722,   2.5,        1  ,        0  , 0.714285714,           2.499999997, Bullish Long Body
2023.03.31T03:00:00, 1785.3, 1786.4, 1783.9, 1784.3,    611,   1  ,        1.1,        0.4, 0.4        ,           0.666666666, Mild Bearish
2023.03.31T04:00:00, 1784.2, 1785.4, 1783.4, 1783.7,    371,   0.5,        1.2,        0.3, 0.25       ,           0.333333333, Long Upper Wick
2023.03.31T05:00:00, 1783.8, 1784.7, 1782.9, 1784.3,    471,   0.5,        0.4,        0.9, 0.277777778,           0.384615384, Long Lower Wick
2023.03.31T06:00:00, 1784.2, 1785.4, 1784.1, 1784.7,    361,   0.5,        0.7,        0.1, 0.384615384,           0.624999999, Mild Bullish
2023.03.31T07:00:00, 1784.6, 1784.7, 1781.1, 1781.9,    517,   2.7,        0.1,        0.8, 0.75       ,           2.999999997, Bearish Long Body
2023.03.31T08:00:00, 1781.8, 1782.6, 1780.2, 1781.9,    720,   0.1,        0.7,        1.6, 0.041666667,           0.043478261, Doji/SpinningTop
2023.03.31T09:00:00, 1781.8, 1784.9, 1778.1, 1779.4,   1705,   2.4,        3.1,        1.3, 0.352941176,           0.545454545, Mild Bearish
2023.03.31T10:00:00, 1779.5, 1782.9, 1777.7, 1781.2,   1230,   1.7,        1.7,        1.8, 0.326923077,           0.485714286, Long Both Wicks / SpinningTop
2023.03.31T11:00:00, 1781.4, 1786.2, 1780.3, 1785.7,   1182,   4.3,        0.5,        1.1, 0.728813559,           2.687499998, Bullish Long Body
2023.03.31T12:00:00, 1785.6, 1786.7, 1784.3, 1786.2,    807,   0.6,        0.5,        1.3, 0.25       ,           0.333333333, Long Lower Wick
2023.03.31T13:00:00, 1786.1, 1787.6, 1785.4, 1786.4,   1095,   0.3,        1.2,        0.7, 0.136363636,           0.157894737, Long Both Wicks / SpinningTop
2023.03.31T14:00:00, 1786.1, 1792.3, 1784.8, 1786.8,   2166,   0.7,        5.5,        1.3, 0.093333333,           0.102941176, Doji/SpinningTop
